soil_moisture,pdsi,temperature,Month,Year,historic_mean_temperature,historic_mean_soil_moisture,historic_mean_pdsi
53.89162097131356,-1.8544814999069401,25.82606574965774,1,2001,28.51625043565107,75.36855554447006,0.2375062498354313
47.76545043353279,-0.9843882236483759,29.944387029677614,2,2001,28.51625043565107,75.36855554447006,0.2375062498354313
35.88056110243473,-1.578062243606013,32.368517074143945,3,2001,28.51625043565107,75.36855554447006,0.2375062498354313
28.994408607217498,-1.4567009715546084,34.34079494368279,4,2001,28.51625043565107,75.36855554447006,0.2375062498354313
24.89216049288633,-1.3682398533684372,31.680377508437545,5,2001,28.51625043565107,75.36855554447006,0.2375062498354313
22.562272706906494,-1.5963407993325998,27.819915359205353,6,2001,28.51625043565107,75.36855554447006,0.2375062498354313
33.47022077425849,-1.3837280275452462,28.20104701098081,7,2001,28.51625043565107,75.36855554447006,0.2375062498354313
41.70510416045982,-1.4548743556805697,27.451223090149266,8,2001,28.51625043565107,75.36855554447006,0.2375062498354313
39.39080805827413,-2.2289761247846265,27.731839747285036,9,2001,28.51625043565107,75.36855554447006,0.2375062498354313
51.434151521494606,-2.152794265366093,26.33395302245079,10,2001,28.51625043565107,75.36855554447006,0.2375062498354313
41.49715758972447,-2.3624826888867907,26.075433691119564,11,2001,28.51625043565107,75.36855554447006,0.2375062498354313
42.860082535714156,-1.702222259791655,25.93478457153951,12,2001,28.51625043565107,75.36855554447006,0.2375062498354313
34.86194611158998,-2.0379160766805,25.91636059149794,1,2002,28.51625043565107,75.36855554447006,0.2375062498354313
41.34667433452474,-0.2921649771973591,25.873998058917365,2,2002,28.51625043565107,75.36855554447006,0.2375062498354313
31.998713980121625,-0.6839631333085079,29.484979222910145,3,2002,28.51625043565107,75.36855554447006,0.2375062498354313
25.997254417217317,-1.3082808283688623,33.5544754801438,4,2002,28.51625043565107,75.36855554447006,0.2375062498354313
22.227948714040455,-1.4606307284326967,33.522289811012136,5,2002,28.51625043565107,75.36855554447006,0.2375062498354313
23.900359973597446,-1.4961745666389727,28.87217130448625,6,2002,28.51625043565107,75.36855554447006,0.2375062498354313
21.10511436887272,-2.326536859993694,27.763943708116173,7,2002,28.51625043565107,75.36855554447006,0.2375062498354313
19.53122414580756,-2.8366193264201884,28.92383457134774,8,2002,28.51625043565107,75.36855554447006,0.2375062498354313
138.73313360872933,-2.0250258171234097,27.05975189225758,9,2002,28.51625043565107,75.36855554447006,0.2375062498354313
