Temperature,Month,Year,MonthMeanTemp_History
22.41085533660554,1,2001,25.49267479259358
26.011045114606723,1,2001,25.49267479259358
24.05271517520756,1,2001,25.49267479259358
23.02797617541644,1,2001,25.49267479259358
23.99319535668944,1,2001,25.49267479259358
24.96173555340816,1,2001,25.49267479259358
27.25112362653044,1,2001,25.49267479259358
26.755359531438632,1,2001,25.49267479259358
25.728826436975,1,2001,25.49267479259358
24.53000226899707,1,2001,25.49267479259358
28.021195367065605,1,2001,25.49267479259358
23.9732509156942,1,2001,25.49267479259358
26.98796318965591,1,2001,25.49267479259358
25.51167204998669,1,2001,25.49267479259358
28.49008116265193,1,2001,25.49267479259358
25.9570340807331,1,2001,25.49267479259358
30.068636577738825,1,2001,25.49267479259358
28.63889750209828,1,2001,25.49267479259358
22.49277917851334,1,2001,25.49267479259358
25.621411187715683,1,2001,25.49267479259358
24.13252753691127,1,2001,25.49267479259358
23.835815189382288,1,2001,25.49267479259358
22.70955854208135,1,2001,25.49267479259358
22.88617030831523,1,2001,25.49267479259358
24.33668317164433,1,2001,25.49267479259358
28.36621410307876,1,2001,25.49267479259358
27.222729263919817,1,2001,25.49267479259358
30.40382160767956,1,2001,25.49267479259358
29.84963164191805,1,2001,25.49267479259358
26.55306533707284,1,2001,25.49267479259358
31.49932360970441,2,2001,27.767585360944743
26.32818907103826,2,2001,27.767585360944743
29.898328967752605,2,2001,27.767585360944743
30.45596153156873,2,2001,27.767585360944743
25.977308781869773,2,2001,27.767585360944743
26.397842407907707,2,2001,27.767585360944743
27.660809406180853,2,2001,27.767585360944743
31.061907710282583,2,2001,27.767585360944743
28.249113693901016,2,2001,27.767585360944743
30.508424486132377,2,2001,27.767585360944743
26.31674975159647,2,2001,27.767585360944743
30.74311171840019,2,2001,27.767585360944743
29.255630614141435,2,2001,27.767585360944743
30.76514831001788,2,2001,27.767585360944743
30.388358955832764,2,2001,27.767585360944743
31.06086294183837,2,2001,27.767585360944743
33.80787151500792,2,2001,27.767585360944743
29.67349093432389,2,2001,27.767585360944743
29.426014742501795,2,2001,27.767585360944743
31.963590952481702,2,2001,27.767585360944743
30.549569309138008,2,2001,27.767585360944743
31.02515501892384,2,2001,27.767585360944743
33.17971575900603,2,2001,27.767585360944743
29.829415124987115,2,2001,27.767585360944743
32.59368236788624,2,2001,27.767585360944743
27.468106908273448,2,2001,27.767585360944743
32.414765210600265,2,2001,27.767585360944743
31.47340198617824,3,2001,30.850672175730946
31.208698116903538,3,2001,30.850672175730946
33.97680776579748,3,2001,30.850672175730946
27.708268897700467,3,2001,30.850672175730946
30.90721709443057,3,2001,30.850672175730946
25.49317681623004,3,2001,30.850672175730946
31.40612427861125,3,2001,30.850672175730946
27.41674186782313,3,2001,30.850672175730946
33.131724768202375,3,2001,30.850672175730946
32.78015244587085,3,2001,30.850672175730946
32.578618485682874,3,2001,30.850672175730946
35.1515316264571,3,2001,30.850672175730946
32.318400787337765,3,2001,30.850672175730946
38.51355499880388,3,2001,30.850672175730946
32.08344146328928,3,2001,30.850672175730946
34.42078504695619,3,2001,30.850672175730946
33.18052450420835,3,2001,30.850672175730946
34.175568283603454,3,2001,30.850672175730946
28.73459747917052,3,2001,30.850672175730946
29.60436570321197,3,2001,30.850672175730946
30.52568744249153,3,2001,30.850672175730946
29.15519130091496,3,2001,30.850672175730946
34.199621580086195,3,2001,30.850672175730946
32.67519713213845,3,2001,30.850672175730946
35.36509762178026,3,2001,30.850672175730946
32.83131066715319,3,2001,30.850672175730946
33.41182349623971,3,2001,30.850672175730946
36.55795491391022,3,2001,30.850672175730946
26.81064909332601,3,2001,30.850672175730946
41.16193913304462,3,2001,30.850672175730946
34.465854500908144,3,2001,30.850672175730946
33.753251661744386,4,2001,33.326448311629186
33.09003819782313,4,2001,33.326448311629186
34.31840696389307,4,2001,33.326448311629186
33.98526891006896,4,2001,33.326448311629186
34.813061990637244,4,2001,33.326448311629186
37.04876908676355,4,2001,33.326448311629186
33.08510966613854,4,2001,33.326448311629186
36.75390053922239,4,2001,33.326448311629186
29.939019285498887,4,2001,33.326448311629186
38.96576943828671,4,2001,33.326448311629186
35.8398035501255,4,2001,33.326448311629186
34.45640674856211,4,2001,33.326448311629186
38.52417208583398,4,2001,33.326448311629186
32.80128732027277,4,2001,33.326448311629186
40.84658853442294,4,2001,33.326448311629186
32.71557243494618,4,2001,33.326448311629186
41.38068921148198,4,2001,33.326448311629186
30.984107493705565,4,2001,33.326448311629186
34.13277129471831,4,2001,33.326448311629186
38.66137383095956,4,2001,33.326448311629186
32.6502131062797,4,2001,33.326448311629186
36.63923075817528,4,2001,33.326448311629186
27.55400555930269,4,2001,33.326448311629186
38.72487160005118,4,2001,33.326448311629186
29.402288496931533,4,2001,33.326448311629186
33.8616323680909,4,2001,33.326448311629186
31.81728227312232,4,2001,33.326448311629186
28.409983625217187,4,2001,33.326448311629186
33.36308756289216,4,2001,33.326448311629186
31.705884715315324,4,2001,33.326448311629186
37.86030906351364,5,2001,33.06954268258861
32.93544369687449,5,2001,33.06954268258861
36.12882350694083,5,2001,33.06954268258861
30.227001255999152,5,2001,33.06954268258861
33.8071806560672,5,2001,33.06954268258861
28.50522865054323,5,2001,33.06954268258861
29.561082130780125,5,2001,33.06954268258861
35.10873995945618,5,2001,33.06954268258861
20.600000000000023,5,2001,33.06954268258861
33.41936090389636,5,2001,33.06954268258861
27.882733090428093,5,2001,33.06954268258861
33.28713687263369,5,2001,33.06954268258861
29.65429342506692,5,2001,33.06954268258861
32.008419122996486,5,2001,33.06954268258861
28.034943173489832,5,2001,33.06954268258861
35.26980320155259,5,2001,33.06954268258861
29.492913262263407,5,2001,33.06954268258861
35.10699104938392,5,2001,33.06954268258861
33.157515790931626,5,2001,33.06954268258861
35.93614641066852,5,2001,33.06954268258861
33.54248499806792,5,2001,33.06954268258861
28.11875088443408,5,2001,33.06954268258861
34.71737051779544,5,2001,33.06954268258861
38.46851851851855,5,2001,33.06954268258861
26.077964703106804,5,2001,33.06954268258861
26.39604406736737,5,2001,33.06954268258861
30.064993815037223,5,2001,33.06954268258861
26.208296409472933,6,2001,29.6731158894988
22.59015192878341,6,2001,29.6731158894988
23.001328671328707,6,2001,29.6731158894988
27.7509362738415,6,2001,29.6731158894988
26.558958046404992,6,2001,29.6731158894988
32.06212468522933,6,2001,29.6731158894988
23.60938360953778,6,2001,29.6731158894988
32.27342415912724,6,2001,29.6731158894988
27.499749336614062,6,2001,29.6731158894988
31.300329414483,6,2001,29.6731158894988
33.164386416435875,6,2001,29.6731158894988
31.08845387298537,7,2001,28.444488246590637
24.516593284142896,7,2001,28.444488246590637
29.99127501628519,7,2001,28.444488246590637
25.91462568574367,7,2001,28.444488246590637
28.24291195814872,7,2001,28.444488246590637
27.916963988183493,7,2001,28.444488246590637
27.53913014426901,7,2001,28.444488246590637
29.975284011411347,7,2001,28.444488246590637
25.12707004777004,7,2001,28.444488246590637
31.148151161541552,7,2001,28.444488246590637
28.51374586769075,7,2001,28.444488246590637
27.68977063913007,7,2001,28.444488246590637
29.051184954246832,7,2001,28.444488246590637
27.27776132264408,7,2001,28.444488246590637
